,Location,Total Cases,Total Deaths,Total Recovered
3227,Sumatera Utara,1082,68,256
3228,Aceh,49,2,20
3229,Bali,1041,7,360
3230,Banten,1313,80,948
3231,Bengkulu,116,9,78
3232,DKI Jakarta,9775,582,4949
3233,Daerah Istimewa Yogyakarta,287,8,238
3234,Gorontalo,228,8,143
3236,Jambi,112,0,46
3237,Jawa Barat,3181,176,1391
3238,Jawa Tengah,3790,239,1465
3239,Jawa Timur,9274,1042,5461
3240,Kalimantan Barat,298,4,223
3241,Kalimantan Selatan,2569,166,395
3242,Kalimantan Tengah,764,46,296
3243,Kalimantan Timur,434,5,323
3244,Kalimantan Utara,176,2,149
3245,Kepulauan Bangka Belitung,149,2,108
3246,Kepulauan Riau,279,16,186
3247,Lampung,181,12,128
3248,Maluku,598,13,161
3249,Maluku Utara,410,22,56
3250,Nusa Tenggara Barat,1056,44,729
3251,Nusa Tenggara Timur,111,1,44
3252,Papua,1401,8,299
3253,Papua Barat,224,3,128
3254,Riau,145,8,117
3255,Sulawesi Barat,104,2,77
3256,Sulawesi Selatan,3767,132,1283
3257,Sulawesi Tengah,173,4,132
3258,Sulawesi Tenggara,332,5,226
3259,Sulawesi Utara,853,77,143
3260,Sumatera Barat,707,30,507
3261,Sumatera Selatan,1777,73,752
3262,Sumatera Utara,1095,70,260
3263,Aceh,49,2,20
3264,Bali,1072,7,369
3265,Banten,1321,81,969
3266,Bengkulu,116,9,78
3267,DKI Jakarta,9898,582,5024
3268,Daerah Istimewa Yogyakarta,287,8,238
3269,Gorontalo,231,8,148
3271,Jambi,112,0,46
3272,Jawa Barat,3212,176,1421
3273,Jawa Tengah,3878,246,1508
3274,Jawa Timur,9603,1053,5577
3275,Kalimantan Barat,298,4,226
3276,Kalimantan Selatan,2658,166,405
3277,Kalimantan Tengah,785,49,303
3278,Kalimantan Timur,435,5,324
3279,Kalimantan Utara,177,2,149
3280,Kepulauan Bangka Belitung,149,2,118
3281,Kepulauan Riau,281,16,196
3282,Lampung,181,12,128
3283,Maluku,633,13,164
3284,Maluku Utara,430,24,70
3285,Nusa Tenggara Barat,1067,45,742
3286,Nusa Tenggara Timur,111,1,45
3287,Papua,1412,8,299
3288,Papua Barat,224,3,128
3289,Riau,169,8,118
3290,Sulawesi Barat,104,2,77
3291,Sulawesi Selatan,3878,139,1320
3292,Sulawesi Tengah,176,4,132
3293,Sulawesi Tenggara,334,5,226
3294,Sulawesi Utara,854,79,145
3295,Sumatera Barat,707,30,509
3296,Sumatera Selatan,1836,73,769
3297,Sumatera Utara,1115,73,264
3298,Aceh,49,2,20
3299,Bali,1107,7,378
3300,Banten,1332,81,984
3301,Bengkulu,118,10,78
3302,DKI Jakarta,10058,590,5133
3303,Daerah Istimewa Yogyakarta,290,8,243
3304,Gorontalo,232,8,178
3306,Jambi,114,0,66
3307,Jawa Barat,3262,176,1441
3308,Jawa Tengah,3977,254,1572
3309,Jawa Timur,9844,1070,5707
3310,Kalimantan Barat,313,4,230
3311,Kalimantan Selatan,2685,167,433
3312,Kalimantan Tengah,796,50,310
3313,Kalimantan Timur,447,5,325
3314,Kalimantan Utara,177,2,149
3315,Kepulauan Bangka Belitung,149,2,118
3316,Kepulauan Riau,281,16,197
3317,Lampung,181,12,128
3318,Maluku,634,13,168
3319,Maluku Utara,463,25,82
3320,Nusa Tenggara Barat,1081,45,750
3321,Nusa Tenggara Timur,112,1,46
3322,Papua,1461,8,299
3323,Papua Barat,224,3,129
3324,Riau,196,9,118
3325,Sulawesi Barat,104,2,78
3326,Sulawesi Selatan,4010,140,1362
3327,Sulawesi Tengah,179,4,140
3328,Sulawesi Tenggara,336,5,227
3329,Sulawesi Utara,861,80,147
3330,Sumatera Barat,712,30,528
3331,Sumatera Selatan,1853,75,816
3332,Sumatera Utara,1231,76,267
3333,Aceh,53,2,20
3334,Bali,1150,7,381
3335,Banten,1352,82,1020
3336,Bengkulu,118,10,79
3337,DKI Jakarta,10210,598,5230
3338,Daerah Istimewa Yogyakarta,291,8,256
3339,Gorontalo,239,8,178
3341,Jambi,114,0,66
3342,Jawa Barat,3312,176,1463
3343,Jawa Tengah,4099,260,1605
3344,Jawa Timur,10027,1089,5868
3345,Kalimantan Barat,313,4,235
3346,Kalimantan Selatan,2775,174,448
3347,Kalimantan Tengah,800,50,310
3348,Kalimantan Timur,456,6,335
3349,Kalimantan Utara,179,2,151
3350,Kepulauan Bangka Belitung,149,2,127
3351,Kepulauan Riau,284,16,198
3352,Lampung,183,12,135
3353,Maluku,671,14,172
3354,Maluku Utara,559,25,88
3355,Nusa Tenggara Barat,1102,47,769
3356,Nusa Tenggara Timur,112,1,46
3357,Papua,1516,8,299
3358,Papua Barat,225,3,145
3359,Riau,220,9,121
3360,Sulawesi Barat,105,2,78
3361,Sulawesi Selatan,4146,146,1402
3362,Sulawesi Tengah,180,5,141
3363,Sulawesi Tenggara,337,5,228
3364,Sulawesi Utara,892,83,149
3365,Sumatera Barat,715,30,543
3366,Sumatera Selatan,1866,78,830
3367,Sumatera Utara,1285,79,275
3368,Aceh,66,2,20
3369,Bali,1206,8,389
3370,Banten,1369,82,1026
3371,Bengkulu,120,10,84
3372,DKI Jakarta,10391,607,5450
3373,Daerah Istimewa Yogyakarta,298,8,259
3374,Gorontalo,244,8,204
3376,Jambi,114,1,66
3377,Jawa Barat,3371,178,1528
3378,Jawa Tengah,4244,263,1640
3379,Jawa Timur,10331,1112,6003
3380,Kalimantan Barat,313,4,242
3381,Kalimantan Selatan,2834,177,534
3382,Kalimantan Tengah,810,50,310
3383,Kalimantan Timur,473,6,356
3384,Kalimantan Utara,188,2,151
3385,Kepulauan Bangka Belitung,149,2,128
3386,Kepulauan Riau,291,16,210
3387,Lampung,187,12,135
3388,Maluku,684,14,190
3389,Maluku Utara,636,28,89
3390,Nusa Tenggara Barat,1119,49,775
3391,Nusa Tenggara Timur,112,1,47
3392,Papua,1572,8,299
3393,Papua Barat,233,3,149
3394,Riau,223,10,122
3395,Sulawesi Barat,106,2,79
3396,Sulawesi Selatan,4265,147,1457
3397,Sulawesi Tengah,181,5,145
3398,Sulawesi Tenggara,337,5,228
3399,Sulawesi Utara,928,87,152
3400,Sumatera Barat,717,30,565
3401,Sumatera Selatan,1892,80,906
3402,Sumatera Utara,1354,82,293
3403,Aceh,69,2,20
3404,Bali,1255,8,416
3405,Banten,1382,82,1032
3406,Bengkulu,124,10,94
3407,DKI Jakarta,10588,611,5450
3408,Daerah Istimewa Yogyakarta,301,8,262
3409,Gorontalo,244,8,204
3411,Jambi,114,1,66
3412,Jawa Barat,3410,180,1649
3413,Jawa Tengah,4485,270,1700
3414,Jawa Timur,10691,1144,6189
3415,Kalimantan Barat,313,4,248
3416,Kalimantan Selatan,2875,177,549
3417,Kalimantan Tengah,817,52,339
3418,Kalimantan Timur,483,7,361
3419,Kalimantan Utara,197,2,151
3420,Kepulauan Bangka Belitung,149,2,131
3421,Kepulauan Riau,291,16,221
3422,Lampung,187,12,137
3423,Maluku,691,15,196
3424,Maluku Utara,670,30,97
3425,Nusa Tenggara Barat,1142,49,786
3426,Nusa Tenggara Timur,113,1,47
3427,Papua,1589,8,299
3428,Papua Barat,233,3,150
3429,Riau,226,10,122
3430,Sulawesi Barat,109,2,79
3431,Sulawesi Selatan,4431,149,1611
3432,Sulawesi Tengah,183,5,147
3433,Sulawesi Tenggara,340,5,230
3434,Sulawesi Utara,970,92,171
3435,Sumatera Barat,720,31,575
3436,Sumatera Selatan,1906,81,921
3437,Sumatera Utara,1368,86,357
3438,Aceh,77,2,22
3439,Bali,1362,8,422
3440,Banten,1402,82,1035
3441,Bengkulu,125,10,95
3442,DKI Jakarta,10780,619,5518
3443,Daerah Istimewa Yogyakarta,303,8,263
3444,Gorontalo,244,8,204
3446,Jambi,117,1,69
3447,Jawa Barat,3429,180,1670
3448,Jawa Tengah,4724,275,1743
3449,Jawa Timur,10978,1169,6294
3450,Kalimantan Barat,321,4,258
3451,Kalimantan Selatan,2929,181,643
3452,Kalimantan Tengah,822,53,339
3453,Kalimantan Timur,494,7,366
3454,Kalimantan Utara,201,2,154
3455,Kepulauan Bangka Belitung,150,2,133
3456,Kepulauan Riau,291,16,238
3457,Lampung,188,12,141
3458,Maluku,705,15,218
3459,Maluku Utara,707,30,99
3460,Nusa Tenggara Barat,1163,50,791
3461,Nusa Tenggara Timur,113,1,47
3462,Papua,1624,8,299
3463,Papua Barat,234,3,152
3464,Riau,226,10,122
3465,Sulawesi Barat,113,2,83
3466,Sulawesi Selatan,4578,152,1651
3467,Sulawesi Tengah,184,5,152
3468,Sulawesi Tenggara,343,6,230
3469,Sulawesi Utara,1024,94,172
3470,Sumatera Barat,722,31,585
3471,Sumatera Selatan,1948,81,937
3472,Sumatera Utara,1443,91,375
3473,Aceh,79,2,25
3474,Bali,1407,10,432
3475,Banten,1406,83,1047
3476,Bengkulu,125,11,95
3477,DKI Jakarta,10912,620,5773
3478,Daerah Istimewa Yogyakarta,305,8,264
3479,Gorontalo,244,8,204
3481,Jambi,117,1,69
3482,Jawa Barat,3457,181,1679
3483,Jawa Tengah,4932,278,1775
3484,Jawa Timur,11214,1190,6476
3485,Kalimantan Barat,321,4,266
3486,Kalimantan Selatan,3002,185,723
3487,Kalimantan Tengah,834,53,339
3488,Kalimantan Timur,503,7,377
3489,Kalimantan Utara,201,2,157
3490,Kepulauan Bangka Belitung,150,2,133
3491,Kepulauan Riau,293,16,240
3492,Lampung,188,12,148
3493,Maluku,711,15,230
3494,Maluku Utara,718,30,103
3495,Nusa Tenggara Barat,1199,59,810
3496,Nusa Tenggara Timur,113,1,47
3497,Papua,1649,8,636
3498,Papua Barat,236,3,152
3499,Riau,227,10,139
3500,Sulawesi Barat,114,2,83
3501,Sulawesi Selatan,4771,155,1713
3502,Sulawesi Tengah,186,5,153
3503,Sulawesi Tenggara,343,6,230
3504,Sulawesi Utara,1056,94,172
3505,Sumatera Barat,725,31,591
3506,Sumatera Selatan,1999,82,954
3507,Sumatera Utara,1465,91,385
3508,Aceh,79,3,25
3509,Bali,1435,10,440
3510,Banten,1409,83,1053
3511,Bengkulu,125,12,95
3512,DKI Jakarta,11034,620,6025
3513,Daerah Istimewa Yogyakarta,305,8,265
3514,Gorontalo,244,9,216
3516,Jambi,117,1,69
3517,Jawa Barat,3522,181,1694
3518,Jawa Tengah,5182,281,1859
3519,Jawa Timur,11440,1211,6578
3520,Kalimantan Barat,321,4,270
3521,Kalimantan Selatan,3040,188,728
3522,Kalimantan Tengah,881,53,389
3523,Kalimantan Timur,510,7,378
3524,Kalimantan Utara,204,2,157
3525,Kepulauan Bangka Belitung,153,2,134
3526,Kepulauan Riau,293,16,243
3527,Lampung,188,12,149
3528,Maluku,726,15,257
3529,Maluku Utara,718,30,103
3530,Nusa Tenggara Barat,1213,59,816
3531,Nusa Tenggara Timur,113,1,47
3532,Papua,1651,8,741
3533,Papua Barat,237,4,153
3534,Riau,229,10,166
3535,Sulawesi Barat,114,2,83
3536,Sulawesi Selatan,4965,156,1763
3537,Sulawesi Tengah,186,5,153
3538,Sulawesi Tenggara,345,6,231
3539,Sulawesi Utara,1082,94,177
3540,Sumatera Barat,725,31,592
3541,Sumatera Selatan,2022,90,1020
3542,Sumatera Utara,1477,91,403
3543,Aceh,80,3,26
3544,Bali,1484,10,453
3545,Banten,1420,83,1060
3546,Bengkulu,125,12,95
3547,DKI Jakarta,11216,628,6419
3548,Daerah Istimewa Yogyakarta,312,8,266
3549,Gorontalo,250,10,216
3551,Jambi,117,1,69
3552,Jawa Barat,3565,182,1738
3553,Jawa Tengah,5383,313,2037
3554,Jawa Timur,11834,1235,6776
3555,Kalimantan Barat,321,4,275
3556,Kalimantan Selatan,3148,189,766
3557,Kalimantan Tengah,894,55,390
3558,Kalimantan Timur,518,7,387
3559,Kalimantan Utara,206,2,159
3560,Kepulauan Bangka Belitung,153,2,135
3561,Kepulauan Riau,293,16,245
3562,Lampung,190,12,151
3563,Maluku,742,16,264
3564,Maluku Utara,727,30,105
3565,Nusa Tenggara Barat,1234,60,824
3566,Nusa Tenggara Timur,113,1,47
3567,Papua,1713,16,860
3568,Papua Barat,239,4,153
3569,Riau,229,10,176
3570,Sulawesi Barat,115,2,84
3571,Sulawesi Selatan,5054,160,1832
3572,Sulawesi Tengah,186,5,153
3573,Sulawesi Tenggara,363,6,243
3574,Sulawesi Utara,1109,94,187
3575,Sumatera Barat,726,31,604
3576,Sumatera Selatan,2049,93,1025
3577,Sumatera Utara,1549,92,408
3578,Aceh,86,3,31
3579,Bali,1516,11,470
3580,Banten,1431,83,1072
3581,Bengkulu,129,12,96
3582,DKI Jakarta,11431,628,6587
3583,Daerah Istimewa Yogyakarta,313,8,269
3584,Gorontalo,250,11,226
3586,Jambi,117,1,77
3587,Jawa Barat,3633,182,1747
3588,Jawa Tengah,5603,316,2155
3589,Jawa Timur,12139,1260,6892
3590,Kalimantan Barat,336,4,278
3591,Kalimantan Selatan,3223,189,789
3592,Kalimantan Tengah,931,55,390
3593,Kalimantan Timur,525,7,402
3594,Kalimantan Utara,206,2,164
3595,Kepulauan Bangka Belitung,156,2,136
3596,Kepulauan Riau,302,16,246
3597,Lampung,191,12,153
3598,Maluku,749,16,282
3599,Maluku Utara,867,30,112
3600,Nusa Tenggara Barat,1245,63,831
3601,Nusa Tenggara Timur,113,1,47
3602,Papua,1807,16,874
3603,Papua Barat,242,4,165
3604,Riau,230,10,178
3605,Sulawesi Barat,117,2,84
3606,Sulawesi Selatan,5183,160,1884
3607,Sulawesi Tengah,186,5,157
3608,Sulawesi Tenggara,405,6,244
3609,Sulawesi Utara,1129,96,201
3610,Sumatera Barat,742,31,611
3611,Sumatera Selatan,2078,101,1042
3612,Sumatera Utara,1599,97,421
3613,Aceh,86,3,31
3614,Bali,1630,11,475
3615,Banten,1441,83,1082
3616,Bengkulu,130,12,97
3617,DKI Jakarta,11631,634,6779
3618,Daerah Istimewa Yogyakarta,319,9,273
3619,Gorontalo,257,11,229
3621,Jambi,117,1,77
3622,Jawa Barat,3696,182,1790
3623,Jawa Tengah,5798,320,2190
3624,Jawa Timur,12481,1288,7114
3625,Kalimantan Barat,336,4,278
3626,Kalimantan Selatan,3336,194,840
3627,Kalimantan Tengah,946,55,390
3628,Kalimantan Timur,531,7,416
3629,Kalimantan Utara,206,2,165
3630,Kepulauan Bangka Belitung,156,2,137
3631,Kepulauan Riau,307,16,257
3632,Lampung,193,12,153
3633,Maluku,762,17,307
3634,Maluku Utara,935,30,117
3635,Nusa Tenggara Barat,1260,63,842
3636,Nusa Tenggara Timur,118,1,57
3637,Papua,1877,17,874
3638,Papua Barat,244,4,170
3639,Riau,231,10,188
3640,Sulawesi Barat,119,2,85
3641,Sulawesi Selatan,5348,160,1934
3642,Sulawesi Tengah,186,6,158
3643,Sulawesi Tenggara,461,7,256
3644,Sulawesi Utara,1159,97,219
3645,Sumatera Barat,750,31,622
3646,Sumatera Selatan,2120,104,1085
3647,Sumatera Utara,1688,99,427
3648,Aceh,87,3,31
3649,Bali,1696,11,484
3650,Banten,1462,83,1103
3651,Bengkulu,136,13,100
3652,DKI Jakarta,11771,639,7019
3653,Daerah Istimewa Yogyakarta,323,9,276
3654,Gorontalo,262,11,229
3656,Jambi,117,1,77
3657,Jawa Barat,3733,182,1802
3658,Jawa Tengah,5964,335,2294
3659,Jawa Timur,12853,1308,7274
3660,Kalimantan Barat,336,4,284
3661,Kalimantan Selatan,3446,197,868
3662,Kalimantan Tengah,996,59,435
3663,Kalimantan Timur,544,8,426
3664,Kalimantan Utara,206,2,171
3665,Kepulauan Bangka Belitung,158,2,137
3666,Kepulauan Riau,310,16,261
3667,Lampung,193,12,153
3668,Maluku,769,17,316
3669,Maluku Utara,945,31,119
3670,Nusa Tenggara Barat,1283,63,867
3671,Nusa Tenggara Timur,118,1,57
3672,Papua,1900,17,884
3673,Papua Barat,249,4,170
3674,Riau,235,10,200
3675,Sulawesi Barat,120,2,85
3676,Sulawesi Selatan,5525,166,1974
3677,Sulawesi Tengah,186,6,159
3678,Sulawesi Tenggara,473,7,266
3679,Sulawesi Utara,1178,101,233
3680,Sumatera Barat,760,31,626
3681,Sumatera Selatan,2156,104,1109
3682,Sumatera Utara,1721,100,440
3683,Aceh,87,3,31
3684,Bali,1788,13,492
3685,Banten,1476,84,1115
3686,Bengkulu,137,13,100
3687,DKI Jakarta,11989,639,7287
3688,Daerah Istimewa Yogyakarta,324,9,277
3689,Gorontalo,270,11,230
3691,Jambi,117,1,77
3692,Jawa Barat,3816,182,1829
3693,Jawa Tengah,6109,360,2428
3694,Jawa Timur,13237,1339,7428
3695,Kalimantan Barat,336,4,288
3696,Kalimantan Selatan,3519,199,910
3697,Kalimantan Tengah,1004,61,461
3698,Kalimantan Timur,554,8,433
3699,Kalimantan Utara,206,2,174
3700,Kepulauan Bangka Belitung,162,2,137
3701,Kepulauan Riau,311,16,261
3702,Lampung,193,12,154
3703,Maluku,775,17,375
3704,Maluku Utara,948,31,123
3705,Nusa Tenggara Barat,1311,64,873
3706,Nusa Tenggara Timur,118,1,57
3707,Papua,1938,17,884
3708,Papua Barat,253,4,171
3709,Riau,236,10,205
3710,Sulawesi Barat,124,2,85
3711,Sulawesi Selatan,5715,166,2013
3712,Sulawesi Tengah,191,6,161
3713,Sulawesi Tenggara,477,7,270
3714,Sulawesi Utara,1191,103,250
3715,Sumatera Barat,762,31,628
3716,Sumatera Selatan,2205,105,1120
3717,Sumatera Utara,1765,103,461
3718,Aceh,87,3,31
3719,Bali,1840,15,504
3720,Banten,1483,85,1121
3721,Bengkulu,141,13,101
3722,DKI Jakarta,12244,644,7573
3723,Daerah Istimewa Yogyakarta,330,9,277
3724,Gorontalo,270,11,230
3726,Jambi,120,2,81
3727,Jawa Barat,3924,183,1842
3728,Jawa Tengah,6346,380,2466
3729,Jawa Timur,13648,1353,7690
3730,Kalimantan Barat,339,4,307
3731,Kalimantan Selatan,3563,201,942
3732,Kalimantan Tengah,1032,61,465
3733,Kalimantan Timur,584,8,436
3734,Kalimantan Utara,206,2,174
3735,Kepulauan Bangka Belitung,164,2,137
3736,Kepulauan Riau,313,16,265
3737,Lampung,195,12,155
3738,Maluku,794,17,377
3739,Maluku Utara,948,31,123
3740,Nusa Tenggara Barat,1329,64,882
3741,Nusa Tenggara Timur,118,1,57
3742,Papua,1974,17,884
3743,Papua Barat,255,4,177
3744,Riau,237,10,208
3745,Sulawesi Barat,124,2,85
3746,Sulawesi Selatan,5850,189,2106
3747,Sulawesi Tengah,191,6,163
3748,Sulawesi Tenggara,480,8,282
3749,Sulawesi Utara,1208,104,267
3750,Sumatera Barat,775,31,629
3751,Sumatera Selatan,2255,106,1160
3752,Sumatera Utara,1777,103,480
3753,Aceh,87,3,40
3754,Bali,1890,15,511
3755,Banten,1495,86,1126
3756,Bengkulu,141,13,101
3757,DKI Jakarta,12465,644,7947
3758,Daerah Istimewa Yogyakarta,338,9,282
3759,Gorontalo,272,13,230
3761,Jambi,120,2,81
3762,Jawa Barat,4052,183,1869
3763,Jawa Tengah,6565,408,2550
3764,Jawa Timur,13928,1371,7909
3765,Kalimantan Barat,339,4,307
3766,Kalimantan Selatan,3627,204,957
3767,Kalimantan Tengah,1040,62,466
3768,Kalimantan Timur,597,9,437
3769,Kalimantan Utara,206,2,174
3770,Kepulauan Bangka Belitung,170,2,137
3771,Kepulauan Riau,313,16,265
3772,Lampung,201,12,159
3773,Maluku,804,17,381
3774,Maluku Utara,948,31,123
3775,Nusa Tenggara Barat,1361,64,889
3776,Nusa Tenggara Timur,118,1,57
3777,Papua,1981,19,932
3778,Papua Barat,265,4,184
3779,Riau,238,11,212
3780,Sulawesi Barat,124,2,89
3781,Sulawesi Selatan,5935,190,2188
3782,Sulawesi Tengah,191,6,163
3783,Sulawesi Tenggara,482,8,283
3784,Sulawesi Utara,1218,106,298
3785,Sumatera Barat,775,31,631
3786,Sumatera Selatan,2326,112,1182
3787,Sumatera Utara,1796,107,487
3788,Aceh,88,3,42
3789,Bali,1929,15,529
3790,Banten,1501,86,1136
3791,Bengkulu,144,13,102
3792,DKI Jakarta,12658,656,8189
3793,Daerah Istimewa Yogyakarta,345,9,285
3794,Gorontalo,277,15,230
3796,Jambi,121,2,81
3797,Jawa Barat,4154,185,1938
3798,Jawa Tengah,6767,414,2649
3799,Jawa Timur,14249,1392,8062
3800,Kalimantan Barat,344,4,312
3801,Kalimantan Selatan,3694,205,1064
3802,Kalimantan Tengah,1058,62,485
3803,Kalimantan Timur,603,11,453
3804,Kalimantan Utara,206,2,177
3805,Kepulauan Bangka Belitung,172,2,140
3806,Kepulauan Riau,313,16,270
3807,Lampung,201,12,159
3808,Maluku,830,17,414
3809,Maluku Utara,962,31,124
3810,Nusa Tenggara Barat,1391,65,897
3811,Nusa Tenggara Timur,118,1,57
3812,Papua,2011,20,967
3813,Papua Barat,266,4,185
3814,Riau,239,11,214
3815,Sulawesi Barat,127,2,89
3816,Sulawesi Selatan,6148,192,2233
3817,Sulawesi Tengah,191,6,164
3818,Sulawesi Tenggara,487,8,294
3819,Sulawesi Utara,1252,107,316
3820,Sumatera Barat,780,31,641
3821,Sumatera Selatan,2356,113,1210
3822,Sumatera Utara,1820,108,496
3823,Aceh,89,3,51
3824,Bali,1959,16,541
3825,Banten,1517,86,1151
3826,Bengkulu,151,14,104
3827,DKI Jakarta,13008,662,8336
3828,Daerah Istimewa Yogyakarta,348,10,286
3829,Gorontalo,287,17,230
3831,Jambi,121,2,81
3832,Jawa Barat,4257,186,1945
3833,Jawa Tengah,7014,432,2770
3834,Jawa Timur,14642,1409,8226
3835,Kalimantan Barat,344,4,313
3836,Kalimantan Selatan,3817,208,1126
3837,Kalimantan Tengah,1073,62,490
3838,Kalimantan Timur,617,11,462
3839,Kalimantan Utara,206,2,178
3840,Kepulauan Bangka Belitung,172,2,140
3841,Kepulauan Riau,318,16,282
3842,Lampung,202,12,159
3843,Maluku,837,17,466
3844,Maluku Utara,1032,31,128
3845,Nusa Tenggara Barat,1414,71,920
3846,Nusa Tenggara Timur,121,1,91
3847,Papua,2029,21,990
3848,Papua Barat,266,4,186
3849,Riau,239,11,215
3850,Sulawesi Barat,129,2,90
3851,Sulawesi Selatan,6315,195,2248
3852,Sulawesi Tengah,193,6,164
3853,Sulawesi Tenggara,494,8,296
3854,Sulawesi Utara,1341,108,328
3855,Sumatera Barat,780,32,651
3856,Sumatera Selatan,2419,113,1220
3857,Sumatera Utara,1975,109,506
3858,Aceh,90,3,54
3859,Bali,2012,16,580
3860,Banten,1530,87,1175
3861,Bengkulu,155,14,105
3862,DKI Jakarta,13285,668,8559
3863,Daerah Istimewa Yogyakarta,355,10,290
3864,Gorontalo,287,17,230
3866,Jambi,122,2,81
3867,Jawa Barat,5229,190,1983
3868,Jawa Tengah,7194,437,2809
3869,Jawa Timur,15058,1436,8406
3870,Kalimantan Barat,347,4,315
3871,Kalimantan Selatan,3923,210,1148
3872,Kalimantan Tengah,1096,65,512
3873,Kalimantan Timur,623,11,469
3874,Kalimantan Utara,214,2,187
3875,Kepulauan Bangka Belitung,172,2,141
3876,Kepulauan Riau,321,16,282
3877,Lampung,203,12,160
3878,Maluku,845,17,487
3879,Maluku Utara,1105,33,130
3880,Nusa Tenggara Barat,1443,72,932
3881,Nusa Tenggara Timur,121,1,91
3882,Papua,2057,21,1047
3883,Papua Barat,272,4,186
3884,Riau,241,11,216
3885,Sulawesi Barat,130,2,90
3886,Sulawesi Selatan,6442,201,2432
3887,Sulawesi Tengah,193,6,164
3888,Sulawesi Tenggara,500,9,299
3889,Sulawesi Utara,1428,108,355
3890,Sumatera Barat,785,32,659
3891,Sumatera Selatan,2475,119,1224
3892,Sumatera Utara,2084,114,518
3893,Aceh,90,3,59
3894,Bali,2098,16,595
3895,Banten,1541,87,1202
3896,Bengkulu,158,16,107
3897,DKI Jakarta,13537,668,8739
3898,Daerah Istimewa Yogyakarta,362,10,293
3899,Gorontalo,317,17,232
3901,Jambi,122,2,84
3902,Jawa Barat,5347,190,2034
3903,Jawa Tengah,7348,459,3008
3904,Jawa Timur,15353,1453,8717
3905,Kalimantan Barat,347,4,315
3906,Kalimantan Selatan,3989,210,1203
3907,Kalimantan Tengah,1131,65,513
3908,Kalimantan Timur,642,12,479
3909,Kalimantan Utara,214,2,188
3910,Kepulauan Bangka Belitung,172,2,142
3911,Kepulauan Riau,321,16,286
3912,Lampung,205,12,164
3913,Maluku,858,17,509
3914,Maluku Utara,1129,33,131
3915,Nusa Tenggara Barat,1479,74,946
3916,Nusa Tenggara Timur,121,1,91
3917,Papua,2142,21,1063
3918,Papua Barat,276,4,187
3919,Riau,241,11,217
3920,Sulawesi Barat,135,3,91
3921,Sulawesi Selatan,6572,201,2465
3922,Sulawesi Tengah,193,6,164
3923,Sulawesi Tenggara,507,9,321
3924,Sulawesi Utara,1558,109,360
3925,Sumatera Barat,791,32,665
3926,Sumatera Selatan,2568,121,1239
3927,Sumatera Utara,2192,115,530
3928,Aceh,99,4,63
3929,Bali,2133,16,642
3930,Banten,1548,88,1218
3931,Bengkulu,162,16,108
3932,DKI Jakarta,13920,678,8954
3933,Daerah Istimewa Yogyakarta,369,10,294
3934,Gorontalo,346,17,233
3936,Jambi,122,2,84
3937,Jawa Barat,5420,191,2053
3938,Jawa Tengah,7518,466,3032
3939,Jawa Timur,15746,1472,9027
3940,Kalimantan Barat,347,4,334
3941,Kalimantan Selatan,4068,215,1278
3942,Kalimantan Tengah,1157,66,541
3943,Kalimantan Timur,673,12,491
3944,Kalimantan Utara,214,2,188
3945,Kepulauan Bangka Belitung,173,2,143
3946,Kepulauan Riau,327,16,293
3947,Lampung,205,12,164
3948,Maluku,864,17,539
3949,Maluku Utara,1152,33,131
3950,Nusa Tenggara Barat,1518,74,960
3951,Nusa Tenggara Timur,121,1,91
3952,Papua,2170,21,1082
3953,Papua Barat,282,4,188
3954,Riau,242,11,217
3955,Sulawesi Barat,138,3,92
3956,Sulawesi Selatan,6753,208,2639
3957,Sulawesi Tengah,193,6,165
3958,Sulawesi Tenggara,509,9,339
3959,Sulawesi Utara,1633,109,365
3960,Sumatera Barat,794,32,670
3961,Sumatera Selatan,2604,124,1243
3962,Sumatera Utara,2280,119,546
3963,Aceh,106,4,63
3964,Bali,2178,16,654
3965,Banten,1561,88,1227
3966,Bengkulu,163,16,108
3967,DKI Jakarta,14315,688,9113
3968,Daerah Istimewa Yogyakarta,370,10,297
3969,Gorontalo,360,17,235
3971,Jambi,122,2,93
3972,Jawa Barat,5465,191,2062
3973,Jawa Tengah,7639,484,3059
3974,Jawa Timur,16134,1493,9288
3975,Kalimantan Barat,350,4,334
3976,Kalimantan Selatan,4145,220,1385
3977,Kalimantan Tengah,1196,71,553
3978,Kalimantan Timur,690,16,494
3979,Kalimantan Utara,214,2,188
3980,Kepulauan Bangka Belitung,173,2,143
3981,Kepulauan Riau,332,16,294
3982,Lampung,208,12,167
3983,Maluku,874,17,564
3984,Maluku Utara,1160,37,132
3985,Nusa Tenggara Barat,1548,77,973
3986,Nusa Tenggara Timur,121,1,91
3987,Papua,2237,23,1089
3988,Papua Barat,286,4,193
3989,Riau,243,11,218
3990,Sulawesi Barat,142,3,95
3991,Sulawesi Selatan,6921,215,2746
3992,Sulawesi Tengah,193,6,166
3993,Sulawesi Tenggara,511,9,344
3994,Sulawesi Utara,1660,109,366
3995,Sumatera Barat,800,32,675
3996,Sumatera Selatan,2653,125,1277
3997,Sumatera Utara,2319,123,568
3998,Aceh,106,5,63
3999,Bali,2241,16,697
4000,Banten,1572,91,1231
4001,Bengkulu,163,16,109
4002,DKI Jakarta,14596,695,9321
4003,Daerah Istimewa Yogyakarta,378,10,305
4004,Gorontalo,364,20,240
